0,3*15+15,0,22*15+15,133,(55-34)*15+15,266,(67-67)*15+15,0,25*15+15,0,20*15+15,133,(38-34)*15+15,0,24*15+15,133,(63-34)*15+15,133,(53-34)*15+15,0,30*15+15,133,(40-34)*15+15,133,(61-34)*15+15,0,28*15+15,133,(60-34)*15+15,0,31*15+15,266,(72-67)*15+15,0,5*15+15,0,11*15+15,266,(86-67)*15+15,266,(84-67)*15+15,266,(70-67)*15+15,133,(50-34)*15+15,133,(56-34)*15+15,0,23*15+15,0,27*15+15,133,(39-34)*15+15,266,(93-67)*15+15,133,(62-34)*15+15,133,(58-34)*15+15,0,17*15+15,266,(89-67)*15+15,266,(94-67)*15+15,0,4*15+15,266,(80-67)*15+15,133,(45-34)*15+15,0,16*15+15,0,9*15+15,133,(46-34)*15+15,133,(54-34)*15+15,133,(57-34)*15+15,133,(59-34)*15+15,266,(92-67)*15+15,266,(82-67)*15+15,133,(41-34)*15+15,0,21*15+15,0,13*15+15,133,(51-34)*15+15,266,(83-67)*15+15,133,(47-34)*15+15,266,(71-67)*15+15,266,(74-67)*15+15,133,(37-34)*15+15,0,7*15+15,133,(49-34)*15+15,0,32*15+15,0,6*15+15,0,1*15+15,133,(48-34)*15+15,133,(36-34)*15+15,133,(64-34)*15+15,266,(77-67)*15+15,266,(81-67)*15+15,266,(85-67)*15+15,133,(44-34)*15+15,266,(76-67)*15+15,0,15*15+15,0,33*15+15,0,14*15+15,133,(34-34)*15+15,266,(90-67)*15+15,0,12*15+15,266,(69-67)*15+15,133,(65-34)*15+15,266,(87-67)*15+15,0,0*15+15,0,19*15+15,266,(98-67)*15+15,133,(52-34)*15+15,0,29*15+15,266,(95-67)*15+15,266,(96-67)*15+15,266,(78-67)*15+15,0,10*15+15,266,(99-67)*15+15,266,(75-67)*15+15,266,(91-67)*15+15,133,(43-34)*15+15,0,26*15+15,133,(35-34)*15+15,133,(42-34)*15+15,133,(66-34)*15+15,266,(68-67)*15+15,266,(79-67)*15+15,266,(97-67)*15+15,0,18*15+15,0,8*15+15,266,(73-67)*15+15,266,(88-67)*15+15,0,2*15+15,1467980521
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981002
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981017
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981032
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981047
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981062
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981077
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981092
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981107
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981122
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981137
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981152
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981167
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981182
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981197
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981212
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981227
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981242
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981257
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981272
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981287
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981302
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981317
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981332
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981347
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981362
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981377
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981392
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981407
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981422
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981437
0,60,0,345,133,330,266,15,0,390,0,315,133,75,0,375,133,450,133,300,0,465,133,105,133,420,0,435,133,405,0,480,266,90,0,90,0,180,266,300,266,270,266,60,133,255,133,345,0,360,0,420,133,90,266,405,133,435,133,375,0,270,266,345,266,420,0,75,266,210,133,180,0,255,0,150,133,195,133,315,133,360,133,390,266,390,266,240,133,120,0,330,0,210,133,270,266,255,133,210,266,75,266,120,133,60,0,120,133,240,0,495,0,105,0,30,133,225,133,45,133,465,266,165,266,225,266,285,133,165,266,150,0,240,0,510,0,225,133,15,266,360,0,195,266,45,133,480,266,315,10,4,0,300,266,480,133,285,0,450,266,435,266,450,266,180,0,165,266,495,266,135,266,375,133,150,0,405,133,30,133,135,133,495,266,30,266,195,266,465,0,285,0,135,266,105,266,330,0,45,1467981452
